siren,etatAdministratifUniteLegale,nomUniteLegale,nomUsageUniteLegale,denominationUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,dateDernierTraitementUniteLegale,caractereEmployeurUniteLegale,identifiantAssociationUniteLegale
012901336,A,,,IMMM 40 42 AV MAL LECLERC,,,,2018-09-29T12:00:21,O,
012903217,A,,,RESIDENCE LES JARDINS DU PORT,,,,2019-06-24T13:04:25,O,
012907242,A,,,SYND COPRO PARC LOISIRS,,,,2019-06-24T13:04:25,O,
012911822,A,,,IMM 20 RUE NOYON,,,,2019-06-24T13:04:25,O,
012934956,A,,,SYNDICAT COPROPRIETE CONSORTS POUGHON,,,,2018-09-29T12:00:21,O,
012986618,A,,,SYNDIC RES CARNOT,,,,2018-09-29T12:00:21,O,
012986766,A,,,SYND RES DUCS,,,,2019-06-24T13:04:25,O,
012986899,A,,,SYND RES HOTEL DE VILLE,,,,2018-09-29T12:00:21,O,
012987046,A,,,SYND RES DU PT DU JOUR,,,,2018-09-29T12:00:21,O,
012987087,A,,,SYNDICAT COPROPRIETE RES QUAI DE VERDUN,,,,2019-06-24T13:04:25,O,
012987178,A,,,SYNDICAT COPROPRIETE RESIDENCE ST MARTIN,,,,2019-06-24T13:04:25,O,
012987194,A,,,SYND RES STRASBOURG,,,,2019-06-24T13:04:25,O,
012987236,A,,,SYND RES VERDUN,,,,2019-06-24T13:04:25,O,
013050182,A,,,SYND RES LES HUSSARDS,,,,2019-06-24T13:04:25,O,
013050232,A,,,SYND RES FROMENTIN,,,,2019-06-24T13:04:25,O,
013050265,A,,,SYND RES CLAUDE BERNARD,,,,2019-06-24T13:04:25,O,
013050273,A,,,SYND COPROP 36 PL HENRI IV,,,,2018-09-29T12:00:21,O,
013050323,A,,,SYND COPROP RES ST GERMAIN,,,,2018-09-29T12:00:21,O,
013050356,A,,,SYND COPROPRIETE RESIDENCE LABILLARDIERE,,,,2019-06-24T13:04:25,O,
013068978,A,,,COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013068994,A,,,SYND COPRO RESIDENCE CASTEL ROYAL B,,,,2019-06-24T13:04:25,O,
013069000,A,,,COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013069059,A,,,COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013069083,A,,,COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013069166,A,,,COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013076542,A,,,SYND COPRO GAMBETTA 055,,,,2014-06-13T23:02:35,O,
013078167,A,,,GARIN JEAN CLAUDE,,,,2018-09-29T12:00:21,O,
013099635,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013099759,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013099775,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013099783,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013099825,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013099874,A,,,SYND COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013099882,A,,,SYND COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013099890,A,,,SYND COPROPRIETAIRES,,,,2013-05-18T02:02:31,O,
013099932,A,,,SYND COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013099965,A,,,SYND COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013100052,A,,,SYND COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013100151,A,,,COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013100177,A,,,SYND COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013100193,A,,,SYNDICAT COPROPRIETAIRES,,,,2018-09-29T12:00:21,O,
013104609,A,,,ANQUIER GERARD,,,,2011-11-29T00:11:11,O,
013104781,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013106026,A,,,SYND COPROPRIETAIRES,,,,2011-11-29T00:11:11,O,
013106562,A,,,SYNDICAT CO-PROPRIETAIRES,,,,2011-11-29T00:11:11,O,
013108956,A,,,SYNDICAT COPROPRIETAIRE,,,,2019-06-24T13:04:25,O,
013165832,A,,,COOP DES PROPRIETAIRES ET,,,,2019-06-24T13:04:25,O,
013165998,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166012,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166186,A,,,COOPERATIVE PROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166194,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166228,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166244,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166293,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166335,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166368,A,,,SYND COPRO RES ST JULIEN,,,,2019-06-24T13:04:25,O,
013166418,A,,,SYNDICAT COPROPRIETE RESIDENCE CASSIOPEE,,,,2019-06-24T13:04:25,O,
013166475,A,,,SYNDICAT DE CPROPRIETAIRES,,,,2018-09-29T12:00:21,O,
013166525,A,,,SYNDICAT DE COPROPRIETAIRES RES D' ALGER,,,,2019-06-24T13:04:25,O,
013166541,A,,,DES MINIMES,,,,2019-06-24T13:04:25,O,
013166731,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166756,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166772,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166830,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013166848,A,,,CABINET HOREAU,,,,2019-06-24T13:04:25,O,
013166889,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2018-09-29T12:00:21,O,
013166897,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167036,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167168,A,,,SYNDICAT COPRO RESIDENCE LA VALLEE,,,,2019-06-24T13:04:25,O,
013167200,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167234,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167242,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2018-09-29T12:00:21,O,
013167267,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2013-05-18T02:02:31,O,
013167291,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167382,A,,,LEROY ROBERT,,,,2018-09-29T12:00:21,O,
013167457,A,,,SYNDICAT COPROPRIETAIRES,,,,2017-05-04T01:02:41,O,
013167465,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167515,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167523,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2018-09-29T12:00:22,O,
013167556,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167564,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167598,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2017-05-04T01:02:41,O,
013167606,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167614,A,,,SYNDICAT COPROP RES LE VOLTAIRE,,,,2019-06-24T13:04:25,O,
013167630,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2017-05-04T01:02:41,O,
013167648,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167697,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167739,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167747,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167762,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167796,A,,,SYNDICAT COPROPRIET RES LE GUIVON,,,,2019-06-24T13:04:25,O,
013167812,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013167820,A,,,HOREAU PAULETTE,,,,2011-11-29T00:11:12,O,
013167838,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2018-09-29T12:00:22,O,
013167887,A,,,SYNDICAT COPROPRIETAIRES,,,,2011-11-29T00:11:12,O,
013168067,A,,,LE PRESIDENT DU CONSEIL SYNDICAL,,,,2019-06-24T13:04:25,O,
013168174,A,,,CONSEIL SYNDICAL RES BRAQUE,,,,2019-06-24T13:04:25,O,
013168190,A,,,COOPERATIVE PROPRI COPROPRI,,,,2019-06-24T13:04:25,O,
013168216,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013168224,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013168240,A,,,CABINET GUILLERMINET,,,,2018-09-29T12:00:22,O,
013168356,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013168448,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013168661,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013168729,A,,,SYNDICAT COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013168737,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013168794,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2018-09-29T12:00:22,O,
013168802,A,,,SYNDICAT DE COPROP RES RIVES DE L HUISNE,,,,2019-06-24T13:04:25,O,
013168810,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013168901,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2018-09-29T12:00:22,O,
013169131,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013169156,A,,,SYND DE COPROPRIETAIRES,,,,2011-11-29T00:11:12,O,
013169198,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013181144,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013208194,A,,,MAINE SYNDIC,,,,2018-09-29T12:00:22,O,
013215876,A,,,DE QUENETAIN VINCENT,,,,2011-11-29T00:11:12,O,
013215991,A,,,DE BERRANGER YVES,,,,2011-11-29T00:11:13,O,
013216007,A,,,DE BERRANGER YVES,,,,2018-09-29T12:00:22,O,
013216015,A,,,DE BERRANGER YVES,,,,2011-11-29T00:11:13,O,
013216023,A,,,SYNDICAT DE COPROPRIETAIRES,MR DE BERRANGER,,,2011-11-29T00:11:13,O,
013216056,A,,,DE BERRANGER YVES,,,,2011-11-29T00:11:13,O,
013216064,A,,,DE BERRANGER YVES,,,,2018-09-29T12:00:22,O,
013216072,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2017-05-04T01:02:41,O,
013217179,A,,,DELELIS FANIEN PATRICK,,,,2019-06-24T13:04:25,O,
013217856,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013217864,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013217922,A,,,CO PROPRIETE RESIDENCE LE PARC,,,,2019-06-24T13:04:25,O,
013217989,A,,,SDC BONAPARTE I,,,,2019-06-24T13:04:25,O,
013217997,A,,,CO PROPRIETE RESIDENCE LES CHENES,,,,2019-06-24T13:04:25,O,
013218011,A,,,CO PROPRIETE IMMEUBLE BONAPARTE 2,,,,2019-06-24T13:04:25,O,
013218235,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218250,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218276,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218284,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218292,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218300,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218318,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218334,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218359,A,,,SYNDICAT DE COPROPRIETAIRES,,,,2019-06-24T13:04:25,O,
013218367,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013218490,A,,,BARREAUD PIERRE,,,,2019-06-24T13:04:25,O,
013218516,A,,,CABINET DES MINIERES,,,,2019-06-24T13:04:25,O,
013244983,A,,,COPR RES AMARYLLIS,,,,2019-06-24T13:04:25,O,
013244991,A,,,COPR IMM DAVIERS,,,,2019-06-24T13:04:25,O,
013245022,A,,,COPR RES R HANNELOUP,,,,2011-11-29T00:11:13,O,
013245071,A,,,COPR R D ALSACE,,,,2019-06-24T13:04:25,O,
013245147,A,,,COPR IMM R DU HARAS,,,,2019-06-24T13:04:25,O,
013245220,A,,,COPR IMM LE MAIL,,,,2019-06-24T13:04:25,O,
013245279,A,,,COPR RES DES PLANTES,,,,2019-06-24T13:04:25,O,
013245303,A,,,COPR RES VAUBAN,,,,2019-06-24T13:04:25,O,
013245311,A,,,COPR RES LE FOCH,,,,2019-06-24T13:04:25,O,
013245337,A,,,COPR RES DU PUY GARNIER,,,,2019-06-24T13:04:25,O,
013245352,A,,,COPR RES LA VISITATION,,,,2012-05-05T00:05:54,O,
013245386,A,,,COPR IMM BECLARD MICHAU,,,,2019-06-24T13:04:25,O,
013245394,A,,,COPR RES CUBAIN,,,,2019-06-24T13:04:25,O,
013245535,A,,,COPR IMM R VOLNEY,,,,2019-06-24T13:04:25,O,
013245550,A,,,COPR RES CROIX BLANCHE,,,,2019-06-24T13:04:25,O,
013245568,A,,,COPR RES VAL D OR I,,,,2019-06-24T13:04:25,O,
013245576,A,,,COPR RES LES VIGNES,,,,2019-06-24T13:04:25,O,
013245592,A,,,COPR RES DE STRASBOURG,,,,2014-06-13T23:02:36,O,
013245634,A,,,COPR RES VICTORIA,,,,2019-06-24T13:04:25,O,
013245667,A,,,COPR RES DUMESNIL,,,,2019-06-24T13:04:25,O,
013245683,A,,,COPR RES SIM PASTEUR,,,,2019-06-24T13:04:25,O,
013245717,A,,,COPR RES LE SERRANT,,,,2019-06-24T13:04:25,O,
013245725,A,,,COPR RES VAL D'OR II,,,,2019-06-24T13:04:25,O,
013245758,A,,,COPR RES CHEVROLLIER,,,,2019-06-24T13:04:25,O,
013245782,A,,,COPR RES PARC BELLEFONTAINE,,,,2019-06-24T13:04:25,O,
013245840,A,,,COPR RES CLOS POINTU,,,,2016-04-26T01:03:51,O,
013245931,A,,,COPR RES DU PARC,,,,2018-09-29T12:00:22,O,
013245972,A,,,COPR RES LAMARTINE,,,,2019-06-24T13:04:25,O,
013245998,A,,,SCIA LA SAULNERIE,,,,2016-04-26T01:03:51,O,
013246053,A,,,COPR RES DU BELLAY,,,,2014-06-13T23:02:37,O,
013246095,A,,,COPR RES ISAI,,,,2019-06-24T13:04:25,O,
013246160,A,,,COPR RES DES HAUTS D'ANJOU,,,,2019-06-24T13:04:25,O,
013246178,A,,,COPR RES BON REPOS,,,,2019-06-24T13:04:25,O,
013246194,A,,,COPR RES BIZET,,,,2019-06-24T13:04:25,O,
013246202,A,,,COPR RES VAL D OR III,,,,2019-06-24T13:04:25,O,
013246236,A,,,COPR RES LARDIN DE MUSSET,,,,2013-05-18T02:02:31,O,
013246244,A,,,COPR RES HARMONIE,,,,2019-06-24T13:04:25,O,
013246277,A,,,COPR RES JEANNE D'ARC,,,,2019-06-24T13:04:25,O,
013246285,A,,,COPR IMM GRAND CERCLE,,,,2019-06-24T13:04:25,O,
013246335,A,,,COPR RES DAVID D'ANGERS,,,,2019-06-24T13:04:25,O,
013246368,A,,,COPR IMM PL SEMARD,,,,2012-05-05T00:05:55,O,
013246376,A,,,COPR IMM R VOLNEY,,,,2019-06-24T13:04:25,O,
013246434,A,,,COPR RES R F MAURIAC,,,,2019-06-24T13:04:25,O,
013246475,A,,,COPR RES DE LATTRE TASSIGNY,,,,2019-06-24T13:04:25,O,
013246491,A,,,COPR RES LA FAYETTE,,,,2019-06-24T13:04:25,O,
013246533,A,,,COPR IMM AV JOXE,,,,2019-06-24T13:04:25,O,
013246574,A,,,COPR RES NANTILLY,,,,2019-06-24T13:04:25,O,
013246590,A,,,COPR RES DU PIED BOULET,,,,2019-06-24T13:04:25,O,
013246616,A,,,COPR RES SIMESDOR,,,,2019-06-24T13:04:25,O,
013246624,A,,,COPR RES NEY,,,,2018-09-29T12:00:22,O,
013246632,A,,,COPR RES MONTAIGNE,,,,2019-06-24T13:04:25,O,
013246657,A,,,SYND COPR RES STRASBOURG,,,,2019-06-24T13:04:25,O,
013246665,A,,,COPR RES LA PLEIADE,,,,2019-06-24T13:04:25,O,
013246673,A,,,COPR RES LE PUITS ANCEAU,,,,2019-06-24T13:04:25,O,
013246749,A,,,COPR RES CLOS LA ROSERAIE,,,,2019-06-24T13:04:25,O,
013246855,A,,,COPR RES FOCH,,,,2019-06-24T13:04:25,O,
013246905,A,,,COPR RES LE PATTON,,,,2011-11-29T00:11:15,O,
013246921,A,,,COPR RES CALEIDES TOUR II,,,,2019-06-24T13:04:25,O,
013247028,A,,,COPR RES SIMESDOR B,,,,2019-06-24T13:04:25,O,
013247085,A,,,COPR RES D'ORGEMONT,,,,2019-06-24T13:04:25,O,
013247101,A,,,COPR RES CHARLEMAGNE,,,,2018-09-29T12:00:22,O,
013247127,A,,,COPR RES R PETITES MAULEVRIES,,,,2019-06-24T13:04:25,O,
013247176,A,,,COPR RES BELLE PROVINCE I,,,,2018-09-29T12:00:22,O,
013247192,A,,,COPR RES R TERRE NOIRE,,,,2018-09-29T12:00:22,O,
013247218,A,,,COPR IMM PL DUPETIT THOUARS - SECTEUR RE,,,,2015-05-14T03:02:19,O,
013247234,A,,,COPR IMM PL DE LA PAIX,,,,2019-06-24T13:04:25,O,
013247283,A,,,COPR RES LE LOUIS GAIN,,,,2019-06-24T13:04:25,O,
013247309,A,,,COPR RES BEL AIR,,,,2019-06-24T13:04:25,O,
013247333,A,,,COPR RES LES REVERIES,,,,2019-06-24T13:04:25,O,
013247341,A,,,COPR RES DOMAINE VERT,,,,2019-06-24T13:04:25,O,
013247358,A,,,COPR RES CALIFORNIE,,,,2012-05-05T00:05:55,O,
013247523,A,,,COPR RES AUDUSSON,,,,2019-06-24T13:04:25,O,
013247556,A,,,COPR RES ARCHE D OREE,,,,2019-06-24T13:04:25,O,
013247606,A,,,COPR RES LA CORBELLIERE,,,,2019-06-24T13:04:25,O,
013247648,A,,,COPR RES LE MAGNOLIA,,,,2019-06-24T13:04:25,O,
013247663,A,,,COPR RES MOULIN DE BEAULIEU,,,,2019-06-24T13:04:25,O,
013247697,A,,,COPR IMM BD DAVIERS,,,,2014-06-13T23:02:37,O,
013247739,A,,,COPR IMM ESPINE,,,,2018-09-29T12:00:22,O,
013247747,A,,,COPR RES CHEVALLIER,,,,2019-06-24T13:04:25,O,
013247762,A,,,COPR RES UNION VAL D'OR,,,,2019-06-24T13:04:25,O,
013247770,A,,,COPR RES ALFRED DE VIGNY,,,,2019-06-24T13:04:26,O,
013247820,A,,,COPR RES ST LAURENT,,,,2019-06-24T13:04:26,O,
013247861,A,,,COPR RESIDENCE DES TROIS,,,,2019-06-24T13:04:26,O,
013248026,A,,,COPR RES ILE D OFFARD,,,,2019-06-24T13:04:26,O,
013248091,A,,,COPR RES LA MADELEINE,,,,2019-06-24T13:04:26,O,
013248133,A,,,COPR IMM R MONTAUBAN,,,,2019-04-16T08:36:17,O,
013248406,A,,,COPR RES R ST LAZARE,,,,2008-04-26T08:04:28,O,
013248513,A,,,COPR IMM R PLANTAGENET,,,,2018-09-29T12:00:22,O,
013248547,A,,,SYND COPR IMM R LOUIS GAIN,,,,2011-11-29T00:11:16,O,
013248604,A,,,COPR RES PLAISANCE,,,,2011-11-29T00:11:16,O,
013249636,A,,,COPR RES ILE OFFARD BIS,,,,2019-06-24T13:04:26,O,
013249669,A,,,COPR RES LE PARC,,,,2019-06-24T13:04:26,O,
013249834,A,,,COPR SCI ST NICOLAS,,,,2018-09-29T12:00:22,O,
013250477,A,,,COPR RES LE VELASQUEZ,,,,2019-06-24T13:04:26,O,
013250642,A,,,COPR IMM R ST EXUPERY,,,,2019-06-24T13:04:26,O,
013250725,A,,,COPR IMM R ST BLAISE,,,,2018-09-29T12:00:22,O,
013250774,A,,,COPR IMM R TOUSSAINT,,,,2019-06-24T13:04:26,O,
013250915,A,,,COPR IMM R RANGEARD,,,,2018-09-29T12:00:22,O,
013250931,A,,,COPR IMM R DESJARDINS,,,,2018-09-29T12:00:22,O,
013250972,A,,,COPR IMM R CHAPERONNIERE,,,,2018-09-29T12:00:22,O,
013251020,A,,,COPR RES R D ORLEANS,,,,2019-06-24T13:04:26,O,
013621636,A,,,ASSOCIATION SYNDICALE DOMAINE DE CARHEIL,,,,2018-09-29T12:00:22,O,
013634878,A,,,COPR TERRASSES ARC EN CIEL,,,,2014-06-13T23:02:37,O,
013642863,A,,,COPR RES LORRAINE,,,,2015-05-14T03:02:20,O,
013642871,A,,,COPR RES ETOILE,,,,2019-06-24T13:04:26,O,
013642889,A,,,COPR RES LECLERC,,,,2014-06-13T23:02:37,O,
013642988,A,,,SYNDIC COPROPRIETE RESIDENCE BEAUSOLEIL,,,,2019-06-24T13:04:26,O,
013643036,A,,,SYNDIC COPROPRIETE RESIDENCE LE CHIRON,,,,2019-06-24T13:04:26,O,
013643044,A,,,COPR RES COLBERT,,,,2018-09-29T12:00:22,O,
013643051,A,,,COPR RES LES COLOMBES,,,,2019-06-24T13:04:26,O,
013643069,A,,,COPR RES LA PAIX,,,,2019-06-24T13:04:26,O,
013643085,A,,,SYNDIC COPROPRIETE RESIDENCE DU CHENE,,,,2019-06-24T13:04:26,O,
013643093,A,,,SYNDIC COPROPRIETE RESIDENCE DU PARC,,,,2019-06-24T13:04:26,O,
013643168,A,,,COPR RES LES ROCHES,,,,2019-06-24T13:04:26,O,
013643192,A,,,SYNDIC COPROPR RESIDENCE DE L ORANGERIE,,,,2019-06-24T13:04:26,O,
013643226,A,,,COPR RES PLAISANCE,,,,2019-06-24T13:04:26,O,
013643234,A,,,COPR RES PLEIN CIEL,,,,2019-06-24T13:04:26,O,
013643242,A,,,COPR RES PONT NEUF,,,,2019-06-24T13:04:26,O,
013643267,A,,,SYNDIC COPROPRIETE RESIDENCE ST PIERRE,,,,2019-06-24T13:04:26,O,
013643408,A,,,COPR RES LE CHAMBORD,,,,2018-09-29T12:00:22,O,
013643788,A,,,COPR RES VIOLETTES,,,,2019-06-24T13:04:26,O,
013658877,A,,,SYND COPROP IMMEUBLE VIGNES LA CHAUX,,,,2019-06-24T13:04:26,O,
013658901,A,,,SYND DE COPRO IMM RES IV SELOMC,,,,2018-09-29T12:00:22,O,
013659073,A,,,SYNDICAT COPRO. LA PETITE HOLLANDE,,,,2019-06-24T13:04:26,O,
013659131,A,,,SYNDICAT COPRO. ALBION,,,,2019-06-24T13:04:26,O,
013659149,A,,,SYNDICAT COPRO. VIGNERON JEAN-LOUIS,,,,2011-11-29T00:11:17,O,
013659297,A,,,SYND COPROPRIETE MA CAMPAGNE,,,,2019-06-24T13:04:26,O,
013659354,A,,,SYNDICAT COPRO. IMMEUBLE LE CHENOIS,,,,2019-06-24T13:04:26,O,
013659362,A,,,SYNDICAT COPRO. SCI IMMEUBLE,,,,2019-06-24T13:04:26,O,
013659388,A,,,SYNDICAT COPRO. IMMEUBLE LE CHATEAU,,,,2019-06-24T13:04:26,O,
013659404,A,,,SYND DE COPRO IMM RES HOT VILLE SOCHAUX,,,,2019-06-24T13:04:26,O,
013659446,A,,,SYNDICAT COPRO. SCI IMMEUBLE,,,,2018-09-29T12:00:22,O,
013659479,A,,,SYNDICAT COPRO. IMM. 1 RUE VELOTTE,,,,2019-06-24T13:04:26,O,
013659545,A,,,SYND COPROP RESID LE CLOS BOURGEOIS,,,,2019-06-24T13:04:26,O,
013659578,A,,,SYND. COPROPRIETE LE PARC,,,,2019-06-24T13:04:26,O,
013659701,A,,,SYNDICAT COPRO. IMMEUBLE LE PAQUIS,,,,2019-06-24T13:04:26,O,
013659784,A,,,SYNDICAT COPRO. IMM BOIS BOURGEOIS,,,,2019-06-24T13:04:26,O,
013659792,A,,,SYNDICAT COPRO. IMM GOGUEL,,,,2019-06-24T13:04:26,O,
013659800,A,,,SYNDICAT COPRO. IMM. DU MONT BART,,,,2019-06-24T13:04:26,O,
013659826,A,,,SYNDICAT COPRO. IMM CHABAUD LATOUR,,,,2019-06-24T13:04:26,O,
013659834,A,,,SYNDICAT COPRO. IMM. LES FLEURS,,,,2019-06-24T13:04:26,O,
013659909,A,,,SYND. COPROPRIETE 4 RUE BEETHOVEN,,,,2019-06-24T13:04:26,O,
013659917,A,,,SYND. COPROPRIETE BAT 7 RUE CHOPIN,,,,2019-06-24T13:04:26,O,
013660006,A,,,SYND. COPROPRIETE 6 C5 RUE H BOUCHER,,,,2019-06-24T13:04:26,O,
013660014,A,,,SYND. COPROPRIETE 5 C5 RUE H BOUCHER,,,,2019-06-24T13:04:26,O,
013660030,A,,,SYND. COPROPRIETE 7 CR RUE H BOUCHER,,,,2019-06-24T13:04:26,O,
013660063,A,,,SYNDICAT COPRO. IMM LE BOSQUET,,,,2019-06-24T13:04:26,O,
013660071,A,,,SYND. COPROPRIETE 29 C1 EF RUE ST SAENS,,,,2019-06-24T13:04:26,O,
013660097,A,,,SYNDICAT COPROPRIETE RUE MOZART,,,,2019-06-24T13:04:26,O,
013660105,A,,,SYND. COPROPRIETE 32C1 ABC R MOZART,,,,2019-06-24T13:04:26,O,
013660121,A,,,SYND. COPROPRIETE CGES C IA RUE MOZART,,,,2018-09-29T12:00:22,O,
013660147,A,,,SYND. COPROPRIETE CGES C IB RUE MOZART,,,,2018-09-29T12:00:22,O,
013660154,A,,,SYND. COPROPRIETE LES 2 LYS FG BESANCON,,,,2019-06-24T13:04:26,O,
013660196,A,,,SYNDICAT COPRO. LES JARDINS PARMENTIER,,,,2019-06-24T13:04:26,O,
013660204,A,,,SYND. COPROPRIETE 1 ALLEE THIERGARTEN,,,,2015-01-10T00:10:47,O,
013660212,A,,,SYND. COPROPRIETE 2-4 ALLEE THIERGARTEN,,,,2015-01-10T00:10:47,O,
013660220,A,,,SYNDICAT COPROP. CC EXINCOURT,,,,2011-11-29T00:11:18,O,
013660238,A,,,SYNDICAT COPRO. METROPOLE SOCHAUX,,,,2019-06-24T13:04:26,O,
013664743,A,,,SYNDICAT COPRO. TOUR D'AUDINCOURT,,,,2019-06-24T13:04:26,O,
013750252,A,,,SYND COPROPRIETE RESIDENCE DUGAY TROUIN,,,,2019-06-24T13:04:26,O,
013750401,A,,,SYNDICAT COPROPRIETE MANSARD 75-77,,,,2019-06-24T13:04:26,O,
013750435,A,,,COPROPRIETE OREE FONTAINE,,,,2019-06-24T13:04:26,O,
013750443,A,,,SYNDICAT COPROPRIETE ALIZES,,,,2019-06-24T13:04:26,O,
013750450,A,,,SYNDICAT COPROPRIETE RESIDENCE CHANZY,,,,2019-06-24T13:04:26,O,
